,farm,date,year,calamosternus_granarius,colobopterus_erraticus,aphodius_fimetarius,otophorus,oscarinus_rusicola,alloblackburneus_rubeolus,acrossus_rubripennis,chilothorax_distinctus,teuchestes_fossor,labarrus_lividus,blackburneus_stercorosus,dialytellus_dialytoides,trichonotulus_scrofa,eupleurus_subterraneus,onthophagus_taurus,onthophagus_pensylvannicus,onthophagus_nuchicornis,onthophagus_hecate,unnamed_21,onthopagus_abundance,aphodius_abundance,total_abundance,q_0_richness,q_1_shannon,q_2_simpson,native_species_abundance,native_species_richness,native_species_proportion,unnamed_0,lat,long,corn,soybeans,sweet_corn,barley,winter_wheat,rye,oats,alfalfa,other_hay_non_alflafa,buckwheat,dry_beans,potatoes,misc_vegs_&_fruits,clover_wildflowers,fallow_idle_cropland,cherries,apples,grapes,christmas_trees,open_water,developed_open_space,developed_low_intensity,developed_med_intensity,developed_high_intensity,barren,deciduous_forest,evergreen_forest,mixed_forest,shrubland,grassland_pasture,woody_wetlands,herbaceous_wetlands,total,ag,ag_prop,nat,nat_prop,semi_nat,semi_nat_prop,dev,dev_prop,other,other_prop,woodland,woodland_prop,forest_prop,total_nat_prop,drainage,soil_texture,julian_day,season,sorghum,sunflower,spring_wheat,sugarbeets,onions,cucumbers,peas,sod_grass_seed,other_tree_crops,aquaculture,triticale,carrots,broccoli,greens,squash,dbl_crop_triticale_corn,pumpkins
17,Full Moon,2024-05-30,2024,0,6,0,21,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,28,29,4,2.207659259,1.755741127,2,2,0.071428571,1,41.753636,-74.122224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,312,81,7,0,0,1656,29,52,0,1312,14,0,6861.2628239999995,0,0.0,1751,0.2552008347319359,1312,0.1912184438425471,400,0.058298306049557,0.0,0.0,1751,0.2552008347319359,0.2531603940202014,0.446419278574483,5,9,151,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Wilmar Farm,2024-05-29,2024,49,1,3,0,6,0,0,0,4,0,0,0,0,0,1,0,0,0,,1,63,64,6,2.394297501,1.662337662,6,1,0.015873016,3,42.65249,-78.247704,64,20,0,0,42,0,0,617,1,0,2,427,3,0,0,,0,0,,1,163,24,3,0,0,912,163,262,0,716,16,0,6866.809572,1206,0.1756274128989345,1353,0.1970347343716902,716,0.1042696746564155,190,0.0276693270736298,3.0,0.0004368841116888,1353,0.1970347343716902,0.1947046857760161,0.3013044090281058,2,5,150,spring,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,17.0,0.0,0.0,3.0,0.0,0.0
19,Hendricksons Grazing Acres,2024-05-29,2024,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,3,2,1.889881575,1.8,0,0,0.0,4,42.622045,-78.134195,229,0,0,0,0,0,0,505,6,0,2,0,0,0,0,,0,0,,4,166,29,0,0,1,1283,121,387,0,685,52,2,6874.9757,743,0.1080731092620443,1846,0.2685100399700322,685,0.0996367158068646,196,0.0285091916761247,0.0,0.0,1844,0.2682191298508881,0.2605100116935686,0.3681467557768968,2,5,150,spring,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Tamberlane Farm,2024-05-29,2024,2,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,15,15,3,2.693483632,2.528089888,0,0,0.0,5,42.8279777,-77.2584595,0,1,0,0,21,3,0,64,1,0,1,1,0,0,1,,0,0,,1658,214,194,40,4,3,569,2,16,0,595,69,0,6857.1390364,96,0.0140000078006876,659,0.0961042202151373,595,0.0867708816813455,455,0.0663542036386759,2.0,0.0002916668291809,659,0.0961042202151373,0.0856042143646215,0.1828751018964828,2,4,150,spring,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21,Rugenstein,2024-05-29,2024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,2,2,2.0,2.0,0,0,0.0,6,42.9400909,-77.3028408,588,20,0,1,51,4,0,38,14,10,34,0,1,341,9,,0,4,,111,209,40,9,1,22,666,0,9,0,1167,57,7,6859.2745002,1156,0.1685309430270349,761,0.1109446778923647,1167,0.1701346111700258,281,0.0409664316527654,1.0,0.0001457880129991,754,0.1099241618013705,0.0984069087744365,0.2810792890623905,2,9,150,spring,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Charlie Reinshagen,2024-05-30,2024,3,94,3,1,2,0,0,0,4,0,0,0,0,0,2,0,0,0,,2,107,109,7,1.889842137,1.338101138,2,1,0.009345794,7,42.378973,-74.666026,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,10,168,117,79,29,0,1412,257,172,0,1204,6,0,6859.425894,8,0.0011662783625955,1847,0.2692645169642531,1204,0.1755248935706338,393,0.0572934245625075,0.0,0.0,1847,0.2692645169642531,0.2683898081923064,0.4447894105348869,8,5,151,spring,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Maks Melvan,2024-05-30,2024,2,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,20,20,3,2.525670579,2.298850575,0,0,0.0,8,42.36579,-74.589692,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,0,,5,238,17,7,3,1,1271,61,168,0,1683,6,0,6861.552196000001,3,0.0004372188557785,1507,0.219629605219431,1683,0.2452797780917733,266,0.0387667385456991,0.0,0.0,1507,0.219629605219431,0.218609427889281,0.4649093833112043,2,5,151,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,LaurDom Cattle Co.,2024-05-30,2024,0,78,0,2,0,0,0,0,4,0,1,0,0,0,0,0,0,0,,0,85,85,4,1.437899673,1.183456183,1,1,0.011764706,9,42.265233,-74.757086,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,,5,165,18,5,3,2,1955,37,236,0,1025,6,0,6857.016294,4,0.0005833441001883,2236,0.3260893520052644,1025,0.149481925673254,193,0.0281463528340858,0.0,0.0,2236,0.3260893520052644,0.3249226638048878,0.4755712776785185,8,5,151,spring,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Stony Creek Farm,2024-05-30,2024,0,6,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,10,10,4,2.971004097,2.380952381,1,1,0.1,10,42.252111,-75.107264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,4,151,9,1,0,0,2295,1,44,0,951,3,2,6856.289694,0,0.0,2345,0.3420217208809205,951,0.1387047575939255,161,0.023482088299287,0.0,0.0,2343,0.3417300179206809,0.3412924634803215,0.480726478474846,8,5,151,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Porco,2024-05-30,2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1,2,2,2.0,2.0,0,0,0.0,11,43.03266,-74.7694,562,177,1,2,1,0,0,18,25,0,0,0,0,0,0,,0,0,,1,139,35,8,14,9,113,33,33,0,2170,19,0,6866.526519999999,891,0.1297599299157735,207,0.0301462463440685,2170,0.3160258674716369,205,0.0298549782634495,0.0,0.0,207,0.0301462463440685,0.0260684932154023,0.3461721138157055,5,5,151,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0
27,Young,2024-05-30,2024,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,6,6,1,1.0,1.0,0,0,0.0,12,42.8813,-74.8338,0,0,0,0,0,0,24,65,5,0,0,0,0,0,0,,0,0,,3,140,46,2,0,0,975,119,71,0,1845,167,1,6862.095,94,0.0136984404908413,1333,0.1942555444073566,1845,0.2688683266553436,188,0.0273968809816827,0.0,0.0,1332,0.1941098163170285,0.1697732252322359,0.4631238710627002,8,5,151,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Devine Gardens,2024-05-30,2024,0,23,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,,0,29,29,5,2.192227275,1.560296846,1,1,0.034482759,13,42.91542,-75.7471,2,0,0,0,0,0,0,5,1,0,0,0,2,0,0,,0,0,,13,186,56,56,0,10,1484,380,116,0,901,242,8,6862.3366399999995,12,0.00174867550654,2240,0.3264194278874666,901,0.1312963859493783,308,0.0448826713345266,0.0,0.0,2232,0.32525364421644,0.2885314585790999,0.4577158138368449,2,5,151,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Essex Farm,2024-05-31,2024,0,42,0,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,77,77,3,2.704517796,2.469387755,14,1,0.012987013,14,44.309224,-73.369184,18,2,0,13,1,2,0,1,0,0,0,0,5,0,18,,3,0,,19,78,74,28,0,12,572,306,105,0,1944,222,2,6873.88008,86,0.0125111289401487,1219,0.177337978814434,1944,0.2828097053447578,192,0.0279318227500995,0.0,0.0,1217,0.1770470223274538,0.14300511335077,0.4601476841591918,5,7,152,spring,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
30,KZ,2024-05-30,2024,0,21,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,25,25,3,1.698326752,1.385809313,1,1,0.04,16,44.21408785,-73.44422119,2,0,1,0,0,8,0,0,11,0,0,0,0,0,1,,0,0,,7,104,100,15,1,12,411,652,46,0,2016,72,1,6861.53973332,22,0.0032062774326244,1194,0.1740134206615277,2016,0.2938116047350418,232,0.0338116529258579,0.0,0.0,1193,0.1738676807782266,0.1616255305809332,0.4678250253965695,2,8,151,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,J+R Pierce,2024-05-31,2024,3,4,2,8,0,0,0,0,6,0,1,0,0,0,0,0,0,1,,1,24,25,7,5.553008828,4.770992366,2,2,0.083333333,17,44.78597241,-73.52093275,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,,0,0,,0,102,72,7,0,1,1127,655,76,0,956,401,42,6876.53007932,28,0.00407182106048,2302,0.3347618600437559,956,0.1390236047792487,182,0.0264668368931205,0.0,0.0,2260,0.3286541284530358,0.2701944117990002,0.4737854648230047,5,2,152,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Donahues,2024-05-31,2024,14,37,1,2,0,0,0,0,2,0,7,1,1,0,0,0,0,0,,0,65,65,8,3.663117553,2.6,8,2,0.030769231,18,44.78372872,-74.45422136,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0,0,,0,138,29,3,5,6,1809,287,4,1,1000,180,0,6874.65901472,5,0.0007273088002319,2287,0.3326710452261097,1000,0.1454617600463968,181,0.0263285785683978,0.0,0.0,2287,0.3326710452261097,0.3054696960974334,0.4781328052725065,2,4,152,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33,Chaseholm,2024-06-12,2024,1,1,0,6,1,0,0,0,0,0,3,0,0,0,0,0,0,0,,0,12,12,5,3.722419436,3.0,4,2,0.166666667,0,41.959261,-73.608753,194,0,0,0,0,0,0,0,2,0,0,0,1,0,0,,0,0,,2,116,20,3,0,2,1959,10,51,0,1075,27,0,6860.701016,197,0.0287142668862222,2049,0.2986575271566972,1075,0.1566895274248167,141,0.0205518356901387,0.0,0.0,2049,0.2986575271566972,0.2944305538587254,0.4553470545815139,8,5,164,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Full Moon,2024-06-12,2024,0,0,0,2,1,1,0,0,0,0,7,0,0,0,0,0,0,0,,0,11,11,4,2.811061174,2.2,9,3,0.272727273,1,41.753636,-74.122224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,312,81,7,0,0,1656,29,52,0,1312,14,0,6861.2628239999995,0,0.0,1751,0.2552008347319359,1312,0.1912184438425471,400,0.058298306049557,0.0,0.0,1751,0.2552008347319359,0.2531603940202014,0.446419278574483,5,9,164,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Wilmar Farm,2024-06-12,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,1,1.0,1.0,0,0,0.0,3,42.65249,-78.247704,64,20,0,0,42,0,0,617,1,0,2,427,3,0,0,,0,0,,1,163,24,3,0,0,912,163,262,0,716,16,0,6866.809572,1206,0.1756274128989345,1353,0.1970347343716902,716,0.1042696746564155,190,0.0276693270736298,3.0,0.0004368841116888,1353,0.1970347343716902,0.1947046857760161,0.3013044090281058,2,5,164,spring,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,17.0,0.0,0.0,3.0,0.0,0.0
36,Hendricksons Grazing Acres,2024-06-12,2024,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,2,1,1.0,1.0,2,1,0.5,4,42.622045,-78.134195,229,0,0,0,0,0,0,505,6,0,2,0,0,0,0,,0,0,,4,166,29,0,0,1,1283,121,387,0,685,52,2,6874.9757,743,0.1080731092620443,1846,0.2685100399700322,685,0.0996367158068646,196,0.0285091916761247,0.0,0.0,1844,0.2682191298508881,0.2605100116935686,0.3681467557768968,2,5,164,spring,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Tamberlane Farm,2024-06-11,2024,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,1,1.0,1.0,1,1,1.0,5,42.8279777,-77.2584595,0,1,0,0,21,3,0,64,1,0,1,1,0,0,1,,0,0,,1658,214,194,40,4,3,569,2,16,0,595,69,0,6857.1390364,96,0.0140000078006876,659,0.0961042202151373,595,0.0867708816813455,455,0.0663542036386759,2.0,0.0002916668291809,659,0.0961042202151373,0.0856042143646215,0.1828751018964828,2,4,163,spring,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
38,Rugenstein,2024-06-11,2024,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,1,1.0,1.0,1,1,1.0,6,42.9400909,-77.3028408,588,20,0,1,51,4,0,38,14,10,34,0,1,341,9,,0,4,,111,209,40,9,1,22,666,0,9,0,1167,57,7,6859.2745002,1156,0.1685309430270349,761,0.1109446778923647,1167,0.1701346111700258,281,0.0409664316527654,1.0,0.0001457880129991,754,0.1099241618013705,0.0984069087744365,0.2810792890623905,2,9,163,spring,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Charlie Reinshagen,2024-06-11,2024,3,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,7,7,4,3.585988827,3.266666667,1,1,0.142857143,7,42.378973,-74.666026,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,10,168,117,79,29,0,1412,257,172,0,1204,6,0,6859.425894,8,0.0011662783625955,1847,0.2692645169642531,1204,0.1755248935706338,393,0.0572934245625075,0.0,0.0,1847,0.2692645169642531,0.2683898081923064,0.4447894105348869,8,5,163,spring,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Maks Melvan,2024-06-11,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,1,1.0,1.0,0,0,0.0,8,42.36579,-74.589692,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,0,,5,238,17,7,3,1,1271,61,168,0,1683,6,0,6861.552196000001,3,0.0004372188557785,1507,0.219629605219431,1683,0.2452797780917733,266,0.0387667385456991,0.0,0.0,1507,0.219629605219431,0.218609427889281,0.4649093833112043,2,5,163,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,LaurDom Cattle Co.,2024-06-13,2024,1,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,9,9,5,3.680661177,2.793103448,1,1,0.111111111,9,42.265233,-74.757086,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,,5,165,18,5,3,2,1955,37,236,0,1025,6,0,6857.016294,4,0.0005833441001883,2236,0.3260893520052644,1025,0.149481925673254,193,0.0281463528340858,0.0,0.0,2236,0.3260893520052644,0.3249226638048878,0.4755712776785185,8,5,165,spring,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Stony Creek Farm,2024-06-13,2024,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7,7,2,1.818968512,1.689655172,0,0,0.0,10,42.252111,-75.107264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,4,151,9,1,0,0,2295,1,44,0,951,3,2,6856.289694,0,0.0,2345,0.3420217208809205,951,0.1387047575939255,161,0.023482088299287,0.0,0.0,2343,0.3417300179206809,0.3412924634803215,0.480726478474846,8,5,165,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Porco,2024-06-11,2024,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,7,7,4,3.864313298,3.769230769,3,2,0.285714286,11,43.03266,-74.7694,562,177,1,2,1,0,0,18,25,0,0,0,0,0,0,,0,0,,1,139,35,8,14,9,113,33,33,0,2170,19,0,6866.526519999999,891,0.1297599299157735,207,0.0301462463440685,2170,0.3160258674716369,205,0.0298549782634495,0.0,0.0,207,0.0301462463440685,0.0260684932154023,0.3461721138157055,5,5,163,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0
44,Young,2024-06-11,2024,3,10,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,24,25,5,4.112776953,3.65497076,1,1,0.041666667,12,42.8813,-74.8338,0,0,0,0,0,0,24,65,5,0,0,0,0,0,0,,0,0,,3,140,46,2,0,0,975,119,71,0,1845,167,1,6862.095,94,0.0136984404908413,1333,0.1942555444073566,1845,0.2688683266553436,188,0.0273968809816827,0.0,0.0,1332,0.1941098163170285,0.1697732252322359,0.4631238710627002,8,5,163,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Devine Gardens,2024-06-12,2024,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,15,15,1,1.0,1.0,0,0,0.0,13,42.91542,-75.7471,2,0,0,0,0,0,0,5,1,0,0,0,2,0,0,,0,0,,13,186,56,56,0,10,1484,380,116,0,901,242,8,6862.3366399999995,12,0.00174867550654,2240,0.3264194278874666,901,0.1312963859493783,308,0.0448826713345266,0.0,0.0,2232,0.32525364421644,0.2885314585790999,0.4577158138368449,2,5,164,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Essex Farm,2024-06-13,2024,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,5,5,3,2.58640929,2.272727273,2,2,0.4,14,44.309224,-73.369184,18,2,0,13,1,2,0,1,0,0,0,0,5,0,18,,3,0,,19,78,74,28,0,12,572,306,105,0,1944,222,2,6873.88008,86,0.0125111289401487,1219,0.177337978814434,1944,0.2828097053447578,192,0.0279318227500995,0.0,0.0,1217,0.1770470223274538,0.14300511335077,0.4601476841591918,5,7,165,spring,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
47,Daona,2024-06-10,2024,0,4,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,9,9,4,3.369922186,3.0,1,1,0.111111111,15,43.87937159,-73.31594296,700,1,0,0,0,0,0,0,405,0,0,0,0,0,1,,0,0,,0,49,125,21,13,19,272,49,24,0,1759,24,0,6869.12685726,1108,0.1613014321942462,388,0.0564846170499707,1759,0.2560733025538621,227,0.0330464125524313,0.0,0.0,388,0.0564846170499707,0.0502247239232987,0.3125579196038328,2,12,162,spring,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,KZ,2024-06-13,2024,0,13,0,26,0,2,0,0,0,0,2,0,0,0,0,0,0,0,,0,43,43,4,2.588968781,2.167643611,4,2,0.046511628,16,44.21408785,-73.44422119,2,0,1,0,0,8,0,0,11,0,0,0,0,0,1,,0,0,,7,104,100,15,1,12,411,652,46,0,2016,72,1,6861.53973332,22,0.0032062774326244,1194,0.1740134206615277,2016,0.2938116047350418,232,0.0338116529258579,0.0,0.0,1193,0.1738676807782266,0.1616255305809332,0.4678250253965695,2,8,165,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,J+R Pierce,2024-06-14,2024,0,5,0,6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,,1,13,14,5,3.655968947,3.0625,2,2,0.153846154,17,44.78597241,-73.52093275,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,,0,0,,0,102,72,7,0,1,1127,655,76,0,956,401,42,6876.53007932,28,0.00407182106048,2302,0.3347618600437559,956,0.1390236047792487,182,0.0264668368931205,0.0,0.0,2260,0.3286541284530358,0.2701944117990002,0.4737854648230047,5,2,166,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Donahues,2024-06-14,2024,0,155,0,1,0,0,0,0,2,0,1,0,0,0,2,0,2,0,,4,159,163,6,1.313034054,1.105245642,1,1,0.006289308,18,44.78372872,-74.45422136,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0,0,,0,138,29,3,5,6,1809,287,4,1,1000,180,0,6874.65901472,5,0.0007273088002319,2287,0.3326710452261097,1000,0.1454617600463968,181,0.0263285785683978,0.0,0.0,2287,0.3326710452261097,0.3054696960974334,0.4781328052725065,2,4,166,spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
51,Chaseholm,2024-06-26,2024,0,47,4,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,67,67,4,2.258721784,1.831497348,1,1,0.014925373,0,41.959261,-73.608753,194,0,0,0,0,0,0,0,2,0,0,0,1,0,0,,0,0,,2,116,20,3,0,2,1959,10,51,0,1075,27,0,6860.701016,197,0.0287142668862222,2049,0.2986575271566972,1075,0.1566895274248167,141,0.0205518356901387,0.0,0.0,2049,0.2986575271566972,0.2944305538587254,0.4553470545815139,8,5,178,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Full Moon,2024-06-27,2024,0,25,0,64,17,0,0,0,0,3,4,0,0,0,0,0,0,0,,0,113,113,5,3.174972098,2.536047666,21,2,0.017699115,1,41.753636,-74.122224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,312,81,7,0,0,1656,29,52,0,1312,14,0,6861.2628239999995,0,0.0,1751,0.2552008347319359,1312,0.1912184438425471,400,0.058298306049557,0.0,0.0,1751,0.2552008347319359,0.2531603940202014,0.446419278574483,5,9,179,summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Wilmar Farm,2024-06-24,2024,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4,4,1,1.0,1.0,4,1,0.25,3,42.65249,-78.247704,64,20,0,0,42,0,0,617,1,0,2,427,3,0,0,,0,0,,1,163,24,3,0,0,912,163,262,0,716,16,0,6866.809572,1206,0.1756274128989345,1353,0.1970347343716902,716,0.1042696746564155,190,0.0276693270736298,3.0,0.0004368841116888,1353,0.1970347343716902,0.1947046857760161,0.3013044090281058,2,5,176,summer,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,17.0,0.0,0.0,3.0,0.0,0.0
54,Hendricksons Grazing Acres,2024-06-24,2024,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,,1,4,5,4,3.789291416,3.571428571,0,0,0.0,4,42.622045,-78.134195,229,0,0,0,0,0,0,505,6,0,2,0,0,0,0,,0,0,,4,166,29,0,0,1,1283,121,387,0,685,52,2,6874.9757,743,0.1080731092620443,1846,0.2685100399700322,685,0.0996367158068646,196,0.0285091916761247,0.0,0.0,1844,0.2682191298508881,0.2605100116935686,0.3681467557768968,2,5,176,summer,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Tamberlane Farm,2024-06-26,2024,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,3,3,3.0,3.0,1,1,0.333333333,5,42.8279777,-77.2584595,0,1,0,0,21,3,0,64,1,0,1,1,0,0,1,,0,0,,1658,214,194,40,4,3,569,2,16,0,595,69,0,6857.1390364,96,0.0140000078006876,659,0.0961042202151373,595,0.0867708816813455,455,0.0663542036386759,2.0,0.0002916668291809,659,0.0961042202151373,0.0856042143646215,0.1828751018964828,2,4,178,summer,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
56,Rugenstein,2024-06-26,2024,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,5,5,3,2.871745887,2.777777778,2,1,0.2,6,42.9400909,-77.3028408,588,20,0,1,51,4,0,38,14,10,34,0,1,341,9,,0,4,,111,209,40,9,1,22,666,0,9,0,1167,57,7,6859.2745002,1156,0.1685309430270349,761,0.1109446778923647,1167,0.1701346111700258,281,0.0409664316527654,1.0,0.0001457880129991,754,0.1099241618013705,0.0984069087744365,0.2810792890623905,2,9,178,summer,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
