,record_id,week,count,date,max_temp_f,min_temp_f,ave_temp_f,rain_inches,max_temp_c,min_temp_c,ave_temp_c,organic_matter,base_saturation_ca,base_saturation_mg,base_saturation_k,base_saturation_na,base_saturation_h,base_saturation_total,exch_acidity,buffer_p_h,cec,p_h,ca_ppm,p_ppm,mg_ppm,k_ppm,na_ppm,zn_ppm,al_ppm,morgan_p_lb_a,morgan_k_lb_a,morgan_ca_lb_a,morgan_mg_lb_a,x_coordinate,y_coordinate,corn_area_m_2,muid,state,awc,clay,kffact,om,perm,thick,hygrp,drain,slope,ll,ifhydric,afldfreq,latitude,longitude,planting_date,planting_week,planting_relative_week
303,POV_DUN,24,11.0,2022-06-08,69.0,48.857142857142854,58.92857142857143,0.22714285714285712,20.542857142857144,9.342857142857143,14.957142857142857,2.74,49.6,12.1,1.7,0.7,35.9,64.1,2.24,6.04,6.2,5.85,620.0,26.0,92.0,42.0,11.0,0.6,966.0,1.0,75.3,895.1,165.7,42.3873813,-76.3989841,Medium,NY134,NY,0.08,11.3,0.25,0.8,7.45,66.1,1.7,3.3,5.2,23.9,0.1,3.4,42.3873813,-76.3989841,2022-06-08,24.0,0.0
304,SMI_JOH_1,24,44.0,2022-06-08,70.71428571428571,50.285714285714285,60.5,0.19857142857142857,21.514285714285712,10.157142857142858,15.842857142857143,3.41,75.1,20.3,2.8,1.9,0.0,100.0,0.0,0.0,14.2,7.48,2135.0,131.0,350.0,155.0,61.0,2.9,687.0,44.0,274.2,3889.4,635.3,43.003637,-75.590703,High,NY134,NY,0.08,11.3,0.25,0.8,7.45,66.1,1.7,3.3,5.2,23.9,0.1,3.4,43.003637,-75.590703,2022-06-28,27.0,-3.0
307,ONE_CHA_1,25,51.0,2022-06-15,79.14285714285714,54.57142857142857,66.85714285714286,0.08428571428571428,26.2,12.542857142857143,19.385714285714283,7.41,75.4,20.4,3.5,0.8,0.0,100.0,0.0,0.0,20.9,7.27,3153.0,365.0,516.0,283.0,37.0,17.0,861.0,116.0,500.8,5901.2,938.4,44.57920778,-75.44822096,High,NY145,NY,0.14,32.9,0.31,1.2,0.34,62.4,3.4,5.0,3.4,35.5,0.2,4.0,44.57920778,-75.44822096,2022-05-05,19.0,6.0
308,ONE_MCK_1,25,79.0,2022-06-15,79.57142857142857,54.142857142857146,66.85714285714286,0.06571428571428571,26.414285714285715,12.285714285714286,19.37142857142857,3.33,69.3,18.8,1.4,1.3,9.1,90.9,1.12,6.32,12.2,6.35,1701.0,29.0,280.0,66.0,37.0,2.5,701.0,1.0,118.3,3031.6,508.0,44.85307441,-75.19768297,High,NY107,NY,0.14,5.6,0.17,10.4,8.41,66.2,3.1,5.6,3.8,19.6,0.7,3.8,44.85307441,-75.19768297,2022-06-06,24.0,1.0
309,ONE_OAK_1,25,89.0,2022-06-15,81.0,55.857142857142854,68.42857142857143,0.18999999999999997,27.228571428571428,13.242857142857144,20.25714285714286,4.07,56.9,29.3,2.9,1.3,9.6,90.5,1.52,6.22,15.9,6.09,1816.0,63.0,567.0,181.0,49.0,2.9,856.0,8.1,320.5,3258.9,1029.6,44.94110918,-74.54660541,Medium,NY145,NY,0.14,32.9,0.31,1.2,0.34,62.4,3.4,5.0,3.4,35.5,0.2,4.0,44.94110918,-74.54660541,2022-06-13,25.0,0.0
310,ONE_ORT_1,25,86.0,2022-06-15,80.14285714285714,54.285714285714285,67.21428571428571,0.11142857142857143,26.75714285714286,12.37142857142857,19.571428571428573,1.86,22.6,5.9,5.2,2.1,64.3,35.7,2.56,5.96,4.0,5.39,180.0,174.0,28.0,82.0,19.0,1.8,1635.0,11.3,145.3,26.3,50.5,44.95954032,-74.83228943,High,NY011,NY,0.14,20.6,0.27,4.0,1.37,66.9,2.8,4.6,3.7,26.7,0.3,4.0,44.95954032,-74.83228943,2022-06-06,24.0,1.0
312,SMI_JOH_1,25,52.0,2022-06-15,77.85714285714286,54.57142857142857,66.21428571428571,0.19,25.457142857142856,12.557142857142859,19.014285714285712,3.41,75.1,20.3,2.8,1.9,0.0,100.0,0.0,0.0,14.2,7.48,2135.0,131.0,350.0,155.0,61.0,2.9,687.0,44.0,274.2,3889.4,635.3,43.003637,-75.590703,High,NY134,NY,0.08,11.3,0.25,0.8,7.45,66.1,1.7,3.3,5.2,23.9,0.1,3.4,43.003637,-75.590703,2022-06-28,27.0,-2.0
313,SMI_KEL,25,8.0,2022-06-15,79.42857142857143,56.142857142857146,67.78571428571429,0.08142857142857142,26.342857142857145,13.414285714285715,19.87142857142857,5.0,83.5,12.4,1.0,3.0,0.0,100.0,0.0,0.0,19.4,7.42,3256.0,21.0,293.0,78.0,136.0,3.8,857.0,1.0,139.4,6104.8,532.0,42.959892,-74.659539,High,NY007,NY,0.14,21.6,0.34,1.0,0.93,60.0,2.7,4.5,6.1,27.2,0.1,4.0,42.959892,-74.659539,2022-06-27,27.0,-2.0
314,SMI_JOH_1,26,75.0,2022-06-22,74.42857142857143,50.142857142857146,62.285714285714285,0.0,23.585714285714285,10.1,16.814285714285713,3.41,75.1,20.3,2.8,1.9,0.0,100.0,0.0,0.0,14.2,7.48,2135.0,131.0,350.0,155.0,61.0,2.9,687.0,44.0,274.2,3889.4,635.3,43.003637,-75.590703,High,NY134,NY,0.08,11.3,0.25,0.8,7.45,66.1,1.7,3.3,5.2,23.9,0.1,3.4,43.003637,-75.590703,2022-06-28,27.0,-1.0
315,SMI_KEL,26,15.0,2022-06-22,73.57142857142857,51.142857142857146,62.357142857142854,0.2857142857142857,23.114285714285717,10.642857142857142,16.857142857142858,5.0,83.5,12.4,1.0,3.0,0.0,100.0,0.0,0.0,19.4,7.42,3256.0,21.0,293.0,78.0,136.0,3.8,857.0,1.0,139.4,6104.8,532.0,42.959892,-74.659539,High,NY007,NY,0.14,21.6,0.34,1.0,0.93,60.0,2.7,4.5,6.1,27.2,0.1,4.0,42.959892,-74.659539,2022-06-27,27.0,-1.0
