,record_id,week,count,longitude,latitude,elevation,date,rain_inches,min_temp_f,ave_temp_f,max_temp_f,organic_matter,base_saturation_ca,base_saturation_mg,base_saturation_k,base_saturation_na,base_saturation_h,base_saturation_total,exch_acidity,buffer_p_h,cec,p_h,ca_ppm,p_ppm,mg_ppm,k_ppm,na_ppm,zn_ppm,al_ppm,morgan_p_lb_a,morgan_k_lb_a,morgan_ca_lb_a,morgan_mg_lb_a,x_coordinate,y_coordinate,corn_area_m_2,muid,state,awc,clay,kffact,om,perm,thick,hygrp,drain,slope,ll,ifhydric,afldfreq
405,WICKHAM,23,348.0,-77.11800000000001,42.8562,850.0,2022-06-01,0.12428571428571429,57.228571428571435,67.18571428571428,77.15714285714286,2.96,69.8,15.3,3.6,0.8,10.4,89.6,1.16,6.31,11.1,6.49,1556.0,55.0,207.0,157.0,21.0,5.6,757.0,7.5,277.9,2745.1,375.7,42.856245,-77.117951,High,NY128,NY,0.12,19.2,0.31,1.0,0.66,67.7,2.1,3.6,8.3,23.9,0.0,4.0
439,ONE_ADO_1,24,550.0,-74.94539999999999,44.6399,522.0,2022-06-08,0.25857142857142856,52.714285714285715,61.042857142857144,69.38571428571429,2.47,70.0,24.6,4.1,1.3,0.0,100.0,0.0,0.0,9.2,7.09,1296.0,325.0,276.0,146.0,28.0,16.4,1068.0,36.1,259.4,2231.2,501.6,44.63986555,-74.94540973,High,NY151,NY,0.14,7.1,0.24,6.2,2.49,51.6,3.3,4.6,6.7,21.9,0.5,4.0
440,ONE_AKI_1,24,258.0,-75.3092,44.6699,348.0,2022-06-08,0.19,53.05714285714286,61.32857142857143,69.64285714285714,6.83,69.7,20.8,0.9,1.3,7.3,92.7,1.48,6.23,20.2,6.43,2820.0,28.0,510.0,69.0,60.0,4.4,721.0,2.0,123.2,5243.1,926.9,44.66992368,-75.30916136,High,NY011,NY,0.14,20.6,0.27,4.0,1.37,66.9,2.8,4.6,3.7,26.7,0.3,4.0
441,ONE_CHA_1,24,238.0,-75.4482,44.5792,312.0,2022-06-08,0.21857142857142858,53.44285714285714,61.48571428571428,69.54285714285714,7.41,75.4,20.4,3.5,0.8,0.0,100.0,0.0,0.0,20.9,7.27,3153.0,365.0,516.0,283.0,37.0,17.0,861.0,116.0,500.8,5901.2,938.4,44.57920778,-75.44822096,High,NY145,NY,0.14,32.9,0.31,1.2,0.34,62.4,3.4,5.0,3.4,35.5,0.2,4.0
443,ONE_MCK_1,24,99.0,-75.19770000000001,44.8531,289.0,2022-06-08,0.1757142857142857,52.92857142857143,61.25714285714286,69.6,3.33,69.3,18.8,1.4,1.3,9.1,90.9,1.12,6.32,12.2,6.35,1701.0,29.0,280.0,66.0,37.0,2.5,701.0,1.0,118.3,3031.6,508.0,44.85307441,-75.19768297,High,NY107,NY,0.14,5.6,0.17,10.4,8.41,66.2,3.1,5.6,3.8,19.6,0.7,3.8
444,ONE_OAK_1,24,93.0,-74.5466,44.9411,187.0,2022-06-08,0.20428571428571426,54.07142857142857,62.92857142857143,71.77142857142857,4.07,56.9,29.3,2.9,1.3,9.6,90.5,1.52,6.22,15.9,6.09,1816.0,63.0,567.0,181.0,49.0,2.9,856.0,8.1,320.5,3258.9,1029.6,44.94110918,-74.54660541,Medium,NY145,NY,0.14,32.9,0.31,1.2,0.34,62.4,3.4,5.0,3.4,35.5,0.2,4.0
445,ONE_ORT_1,24,354.0,-74.8323,44.9595,207.0,2022-06-08,0.16428571428571428,53.614285714285714,61.97142857142857,70.3,1.86,22.6,5.9,5.2,2.1,64.3,35.7,2.56,5.96,4.0,5.39,180.0,174.0,28.0,82.0,19.0,1.8,1635.0,11.3,145.3,26.3,50.5,44.95954032,-74.83228943,High,NY011,NY,0.14,20.6,0.27,4.0,1.37,66.9,2.8,4.6,3.7,26.7,0.3,4.0
446,ONE_STA_1,24,483.0,-74.6607,44.7711,377.0,2022-06-08,0.21571428571428572,53.25714285714286,62.214285714285715,71.21428571428571,4.61,73.1,17.0,4.2,2.0,3.8,96.2,0.56,6.46,14.6,6.94,2140.0,114.0,302.0,238.0,67.0,4.3,1029.0,15.6,420.4,3899.2,547.8,44.77108901,-74.66066331,High,NY145,NY,0.14,32.9,0.31,1.2,0.34,62.4,3.4,5.0,3.4,35.5,0.2,4.0
448,POV_DUN,24,11.0,-76.399,42.3874,1194.0,2022-06-08,0.24000000000000002,50.642857142857146,60.285714285714285,69.91428571428571,2.74,49.6,12.1,1.7,0.7,35.9,64.1,2.24,6.04,6.2,5.85,620.0,26.0,92.0,42.0,11.0,0.6,966.0,1.0,75.3,895.1,165.7,42.3873813,-76.3989841,Medium,NY134,NY,0.08,11.3,0.25,0.8,7.45,66.1,1.7,3.3,5.2,23.9,0.1,3.4
457,SMI_JOH_1,24,44.0,-75.5907,43.0036,837.0,2022-06-08,0.17142857142857143,52.457142857142856,61.5,70.52857142857142,3.41,75.1,20.3,2.8,1.9,0.0,100.0,0.0,0.0,14.2,7.48,2135.0,131.0,350.0,155.0,61.0,2.9,687.0,44.0,274.2,3889.4,635.3,43.003637,-75.590703,High,NY134,NY,0.08,11.3,0.25,0.8,7.45,66.1,1.7,3.3,5.2,23.9,0.1,3.4
498,ONE_ADO_1,25,103.0,-74.94539999999999,44.6399,522.0,2022-06-15,0.1,56.51428571428572,67.0,77.45714285714287,2.47,70.0,24.6,4.1,1.3,0.0,100.0,0.0,0.0,9.2,7.09,1296.0,325.0,276.0,146.0,28.0,16.4,1068.0,36.1,259.4,2231.2,501.6,44.63986555,-74.94540973,High,NY151,NY,0.14,7.1,0.24,6.2,2.49,51.6,3.3,4.6,6.7,21.9,0.5,4.0
499,ONE_AKI_1,25,221.0,-75.3092,44.6699,348.0,2022-06-15,0.038571428571428576,57.0,67.54285714285714,78.08571428571429,6.83,69.7,20.8,0.9,1.3,7.3,92.7,1.48,6.23,20.2,6.43,2820.0,28.0,510.0,69.0,60.0,4.4,721.0,2.0,123.2,5243.1,926.9,44.66992368,-75.30916136,High,NY011,NY,0.14,20.6,0.27,4.0,1.37,66.9,2.8,4.6,3.7,26.7,0.3,4.0
500,ONE_CHA_1,25,51.0,-75.4482,44.5792,312.0,2022-06-15,0.06,57.44285714285714,67.78571428571429,78.14285714285714,7.41,75.4,20.4,3.5,0.8,0.0,100.0,0.0,0.0,20.9,7.27,3153.0,365.0,516.0,283.0,37.0,17.0,861.0,116.0,500.8,5901.2,938.4,44.57920778,-75.44822096,High,NY145,NY,0.14,32.9,0.31,1.2,0.34,62.4,3.4,5.0,3.4,35.5,0.2,4.0
502,ONE_MCK_1,25,79.0,-75.19770000000001,44.8531,289.0,2022-06-15,0.03142857142857143,56.785714285714285,67.22857142857143,77.64285714285714,3.33,69.3,18.8,1.4,1.3,9.1,90.9,1.12,6.32,12.2,6.35,1701.0,29.0,280.0,66.0,37.0,2.5,701.0,1.0,118.3,3031.6,508.0,44.85307441,-75.19768297,High,NY107,NY,0.14,5.6,0.17,10.4,8.41,66.2,3.1,5.6,3.8,19.6,0.7,3.8
503,ONE_OAK_1,25,89.0,-74.5466,44.9411,187.0,2022-06-15,0.16857142857142857,57.699999999999996,68.2,78.67142857142858,4.07,56.9,29.3,2.9,1.3,9.6,90.5,1.52,6.22,15.9,6.09,1816.0,63.0,567.0,181.0,49.0,2.9,856.0,8.1,320.5,3258.9,1029.6,44.94110918,-74.54660541,Medium,NY145,NY,0.14,32.9,0.31,1.2,0.34,62.4,3.4,5.0,3.4,35.5,0.2,4.0
504,ONE_ORT_1,25,86.0,-74.8323,44.9595,207.0,2022-06-15,0.09285714285714286,57.028571428571425,67.37142857142858,77.71428571428571,1.86,22.6,5.9,5.2,2.1,64.3,35.7,2.56,5.96,4.0,5.39,180.0,174.0,28.0,82.0,19.0,1.8,1635.0,11.3,145.3,26.3,50.5,44.95954032,-74.83228943,High,NY011,NY,0.14,20.6,0.27,4.0,1.37,66.9,2.8,4.6,3.7,26.7,0.3,4.0
505,ONE_STA_1,25,47.0,-74.6607,44.7711,377.0,2022-06-15,0.05714285714285715,57.0,67.84285714285714,78.68571428571428,4.61,73.1,17.0,4.2,2.0,3.8,96.2,0.56,6.46,14.6,6.94,2140.0,114.0,302.0,238.0,67.0,4.3,1029.0,15.6,420.4,3899.2,547.8,44.77108901,-74.66066331,High,NY145,NY,0.14,32.9,0.31,1.2,0.34,62.4,3.4,5.0,3.4,35.5,0.2,4.0
516,SMI_JOH_1,25,52.0,-75.5907,43.0036,837.0,2022-06-15,0.15714285714285717,56.885714285714286,66.74285714285715,76.61428571428571,3.41,75.1,20.3,2.8,1.9,0.0,100.0,0.0,0.0,14.2,7.48,2135.0,131.0,350.0,155.0,61.0,2.9,687.0,44.0,274.2,3889.4,635.3,43.003637,-75.590703,High,NY134,NY,0.08,11.3,0.25,0.8,7.45,66.1,1.7,3.3,5.2,23.9,0.1,3.4
518,SMI_KEL,25,8.0,-74.6595,42.9599,653.0,2022-06-15,0.07,55.92857142857143,67.14285714285714,78.37142857142858,5.0,83.5,12.4,1.0,3.0,0.0,100.0,0.0,0.0,19.4,7.42,3256.0,21.0,293.0,78.0,136.0,3.8,857.0,1.0,139.4,6104.8,532.0,42.959892,-74.659539,High,NY007,NY,0.14,21.6,0.34,1.0,0.93,60.0,2.7,4.5,6.1,27.2,0.1,4.0
575,SMI_JOH_1,26,75.0,-75.5907,43.0036,837.0,2022-06-22,0.0071428571428571435,52.92857142857143,62.55714285714286,72.21428571428571,3.41,75.1,20.3,2.8,1.9,0.0,100.0,0.0,0.0,14.2,7.48,2135.0,131.0,350.0,155.0,61.0,2.9,687.0,44.0,274.2,3889.4,635.3,43.003637,-75.590703,High,NY134,NY,0.08,11.3,0.25,0.8,7.45,66.1,1.7,3.3,5.2,23.9,0.1,3.4
577,SMI_KEL,26,15.0,-74.6595,42.9599,653.0,2022-06-22,0.28285714285714286,51.65714285714286,61.4,71.18571428571428,5.0,83.5,12.4,1.0,3.0,0.0,100.0,0.0,0.0,19.4,7.42,3256.0,21.0,293.0,78.0,136.0,3.8,857.0,1.0,139.4,6104.8,532.0,42.959892,-74.659539,High,NY007,NY,0.14,21.6,0.34,1.0,0.93,60.0,2.7,4.5,6.1,27.2,0.1,4.0
