Title,Author,Year,Country,Continent,Climate,Comparison,Response,Response Category,Local Factor,Local Strategy,Local Effect,Landscape,Landscape Gradient,Minimum Complexity,Maximum Complexity,Landscape Effect,Interaction Details,Interaction Effect,Description
Organic farming at local and landscape scales fosters biological pest control in vineyards,Muneret et al. ,2018,France,Europe,,Conventional,Removal of pest eggs (late season),Natural enemy,Organic,Intensity,Positive,"The landscape gradients were established based on landscape composition calculated at a 1-km radius around each focal vineyard. At this scale, the proportion of seminatural habitats ranged from 1% to 75%, and the proportion of organic farming ranged from 2% to 25% of the total land area.",1-75% semi-natural habitat,1,75,Negative,NS,NS,"Specifically, organic vineyards showed higher levels of egg removal than conventional ones in the late season, while they were similar in the early season."
Organic farming at local and landscape scales fosters biological pest control in vineyards,Muneret et al. ,2018,France,Europe,,Conventional,Removal of pest eggs (early season),Natural enemy,Organic,Intensity,NS,"The landscape gradients were established based on landscape composition calculated at a 1-km radius around each focal vineyard. At this scale, the proportion of seminatural habitats ranged from 1% to 75%, and the proportion of organic farming ranged from 2% to 25% of the total land area.",1-75% semi-natural habitat,1,75,Negative,NS,NS,"Specifically, organic vineyards showed higher levels of egg removal than conventional ones in the late season, while they were similar in the early season."
Organic farming at local and landscape scales fosters biological pest control in vineyards,Muneret et al. ,2018,France,Europe,,Conventional,Removal of grape moth larvae,Natural enemy,Organic,Intensity,NS,"The landscape gradients were established based on landscape composition calculated at a 1-km radius around each focal vineyard. At this scale, the proportion of seminatural habitats ranged from 1% to 75%, and the proportion of organic farming ranged from 2% to 25% of the total land area.",1-75% semi-natural habitat,1,75,NS,NS,NS,The removal rate of the grape moth larvae was never significantly explained by any local or landscape variables at any scale.
Organic farming in isolated landscapes does not benefit flower-visiting insects and pollination,Brittain et al. ,2010,Italy,Europe,,Conventional,Pollinator abundance,Pollinator,Organic,Intensity,NS,"The proportion of surrounding uncultivated land was extracted from Corine level three landcover data (Bossard et al., 2000) using GIS (ArcGIS 9.0, 2004) and was mostly comprised of gardens and fallow fields. ",0-75% uncultivated land,0,75,NS,NS,NS,Variation in the abundance and the species richness of bees caught in the pan traps was not explained by the farming system or the proportion of uncultivated surrounding land.
Organic farming in isolated landscapes does not benefit flower-visiting insects and pollination,Brittain et al. ,2010,Italy,Europe,,Conventional,Pollinator species richness,Pollinator,Organic,Intensity,NS,"The proportion of surrounding uncultivated land was extracted from Corine level three landcover data (Bossard et al., 2000) using GIS (ArcGIS 9.0, 2004) and was mostly comprised of gardens and fallow fields. ",0-75% uncultivated land,0,75,NS,NS,NS,Variation in the abundance and the species richness of bees caught in the pan traps was not explained by the farming system or the proportion of uncultivated surrounding land.
Organic farming in isolated landscapes does not benefit flower-visiting insects and pollination,Brittain et al. ,2010,Italy,Europe,,Conventional,Proportion fruit set,Crop,Organic,Intensity,NS,"The proportion of surrounding uncultivated land was extracted from Corine level three landcover data (Bossard et al., 2000) using GIS (ArcGIS 9.0, 2004) and was mostly comprised of gardens and fallow fields. ",0-75% uncultivated land,0,75,Negative,NS,NS,"Although pollination was unaffected by the farming system, the proportion of surrounding uncultivated land was an important explanatory factor. 

The proportion fruit set (F1,21 = 10.2, P = 0.004), weight of seeds per plant (F1,25 = 6.5, P = 0.018) and seed weight (F1,21 = 5.3, P = 0.031) were all negatively related to the proportion of surrounding uncultivated land. "
Organic farming in isolated landscapes does not benefit flower-visiting insects and pollination,Brittain et al. ,2010,Italy,Europe,,Conventional,Seeds per flower,Crop,Organic,Intensity,NS,"The proportion of surrounding uncultivated land was extracted from Corine level three landcover data (Bossard et al., 2000) using GIS (ArcGIS 9.0, 2004) and was mostly comprised of gardens and fallow fields. ",0-75% uncultivated land,0,75,Positive,NS,NS,"Although pollination was unaffected by the farming system, the proportion of surrounding uncultivated land was an important explanatory factor. 

The number of seeds per flower was positively associated with the proportion of surrounding uncultivated land."
Organic farming in isolated landscapes does not benefit flower-visiting insects and pollination,Brittain et al. ,2010,Italy,Europe,,Conventional,Seeds per plant,Crop,Organic,Intensity,NS,"The proportion of surrounding uncultivated land was extracted from Corine level three landcover data (Bossard et al., 2000) using GIS (ArcGIS 9.0, 2004) and was mostly comprised of gardens and fallow fields. ",0-75% uncultivated land,0,75,NS,NS,NS,
Organic farming in isolated landscapes does not benefit flower-visiting insects and pollination,Brittain et al. ,2010,Italy,Europe,,Conventional,Weight of seeds per plant,Crop,Organic,Intensity,NS,"The proportion of surrounding uncultivated land was extracted from Corine level three landcover data (Bossard et al., 2000) using GIS (ArcGIS 9.0, 2004) and was mostly comprised of gardens and fallow fields. ",0-75% uncultivated land,0,75,Negative,NS,NS,"Although pollination was unaffected by the farming system, the proportion of surrounding uncultivated land was an important explanatory factor. 

The proportion fruit set (F1,21 = 10.2, P = 0.004), weight of seeds per plant (F1,25 = 6.5, P = 0.018) and seed weight (F1,21 = 5.3, P = 0.031) were all negatively related to the proportion of surrounding uncultivated land. "
Organic farming in isolated landscapes does not benefit flower-visiting insects and pollination,Brittain et al. ,2010,Italy,Europe,,Conventional,Seed weight,Crop,Organic,Intensity,NS,"The proportion of surrounding uncultivated land was extracted from Corine level three landcover data (Bossard et al., 2000) using GIS (ArcGIS 9.0, 2004) and was mostly comprised of gardens and fallow fields. ",0-75% uncultivated land,0,75,Negative,NS,NS,"Although pollination was unaffected by the farming system, the proportion of surrounding uncultivated land was an important explanatory factor. 

The proportion fruit set (F1,21 = 10.2, P = 0.004), weight of seeds per plant (F1,25 = 6.5, P = 0.018) and seed weight (F1,21 = 5.3, P = 0.031) were all negatively related to the proportion of surrounding uncultivated land. "
"Organic farming supports lower pest infestation, but fewer natural enemies than flower strips",Torok et al. ,2021,Germany,Europe,,Conventional,Pest abundance (CLB),Pest,Flower strip,Floral,NS,"Small field sizes create high landscape heterogeneity, more edges. Mean arable field size within 1000 m radius around each study field was 3.41 ha.",1.24-6.78 ha,,,NS,NS,NS,The number of observed CLB larvae in CFS and Con fields was significantly higher than that in Org fields. 
