site,pest,crop,state_province,date,count,latitude,longitude
Saint-Marc-sur-Richelieu,Western Bean Cutworm (WBC),Field Corn,QC,7/30/19,4,45.645,-73.236
Saint-Zephirin-de-Courval,Western Bean Cutworm (WBC),Field Corn,QC,7/30/19,0,46.047,-72.611
Tara Amanda’s,Western Bean Cutworm (WBC),Field Corn,ON,7/30/19,1,45.169,-75.658
Dave Schmitter,Western Bean Cutworm (WBC),Field Corn,ON,7/30/19,0,43.453,-80.672
R & J Fraser DeKemp ,Western Bean Cutworm (WBC),Field Corn,ON,7/30/19,2,45.308,-75.736
Hilltone Higgonson 1,Western Bean Cutworm (WBC),Field Corn,ON,7/30/19,0,45.404,-76.277
Double LL Rayburns ,Western Bean Cutworm (WBC),Field Corn,ON,7/30/19,0,45.392,-76.353
Johnny Stewart D1,Western Bean Cutworm (WBC),Field Corn,ON,7/30/19,1,45.323,-76.284
Aarts Farm,Western Bean Cutworm (WBC),Field Corn,ON,7/30/19,206,42.873,-81.614
Hans,Western Bean Cutworm (WBC),Dry Beans,ON,7/30/19,3,43.426,-81.195
BaseLineLindsay,Western Bean Cutworm (WBC),Field Corn,ON,7/31/19,31,42.574,-82.209
CRT16,Western Bean Cutworm (WBC),Field Corn,ON,7/31/19,46,42.661,-81.01
CRT17,Western Bean Cutworm (WBC),Field Corn,ON,7/31/19,94,42.689,-80.721
CRT18,Western Bean Cutworm (WBC),Field Corn,ON,7/31/19,25,42.763,-80.522
CRT19,Western Bean Cutworm (WBC),Field Corn,ON,7/31/19,99,42.76,-80.53
CRT20,Western Bean Cutworm (WBC),Field Corn,ON,7/31/19,44,42.794,-80.595
CRT21,Western Bean Cutworm (WBC),Field Corn,ON,7/31/19,16,42.71,-80.516
Drew Kerslake,Western Bean Cutworm (WBC),Field Corn,ON,7/31/19,5,43.337,-81.376
GreenValley,Western Bean Cutworm (WBC),Field Corn,ON,7/31/19,216,42.517,-82.304
HRS Beans,Western Bean Cutworm (WBC),Dry Beans,ON,7/31/19,42,43.32,-81.506
HRS Corn,Western Bean Cutworm (WBC),Field Corn,ON,7/31/19,52,43.318,-81.502
Nielsens,Western Bean Cutworm (WBC),Field Corn,ON,7/31/19,12,44.168,-79.919
Wanstead Farmers Co-op (Alvinston) Trap #1,Western Bean Cutworm (WBC),Field Corn,ON,7/31/19,53,42.931,-81.691
WBC00,Western Bean Cutworm (WBC),Sweet Corn,ON,7/31/19,341,42.583,-81.572
Haanview,Western Bean Cutworm (WBC),Field Corn,ON,7/31/19,3,44.104,-79.921
Unitrap ,Western Bean Cutworm (WBC),Field Corn,NS,7/31/19,0,45.371,-62.14
A.Rousseau,Western Bean Cutworm (WBC),Field Corn,QC,8/1/19,37,45.07,-74.341
Bokma,Western Bean Cutworm (WBC),Field Corn,NS,8/1/19,0,45.071,-63.42
C.D.Léonide,Western Bean Cutworm (WBC),Field Corn,QC,8/1/19,10,45.178,-74.091
C.Derepentigny,Western Bean Cutworm (WBC),Field Corn,QC,8/1/19,3,45.143,-74.233
CRT22,Western Bean Cutworm (WBC),Field Corn,ON,8/1/19,34,42.801,-80.491
CRT23,Western Bean Cutworm (WBC),Field Corn,ON,8/1/19,53,42.893,-80.44
CRT24,Western Bean Cutworm (WBC),Field Corn,ON,8/1/19,25,42.876,-80.386
CRT25,Western Bean Cutworm (WBC),Field Corn,ON,8/1/19,24,42.692,-80.349
CRT26,Western Bean Cutworm (WBC),Field Corn,ON,8/1/19,49,42.728,-80.372
CRT27,Western Bean Cutworm (WBC),Field Corn,ON,8/1/19,28,42.621,-80.585
Dowagiac,Western Bean Cutworm (WBC),Field Corn,MI,8/1/19,76,42.156,-86.084
Dowagiac,Western Bean Cutworm (WBC),Field Corn,MI,8/1/19,76,42.156,-86.084
Eisses Hill Front ,Western Bean Cutworm (WBC),Field Corn,NS,8/1/19,3,45.43,-63.536
Hudsonville,Western Bean Cutworm (WBC),Field Corn,MI,8/1/19,32,42.797,-85.902
Jones ,Western Bean Cutworm (WBC),Dry Beans,ON,8/1/19,245,43.331,-81.479
Kent Willmore,Western Bean Cutworm (WBC),Field Corn,ON,8/1/19,68,42.398,-82.046
LDC-1,Western Bean Cutworm (WBC),Field Corn,ON,8/1/19,6,43.947,-81.53
LDC-3,Western Bean Cutworm (WBC),Field Corn,ON,8/1/19,0,44.145,-81.429
MccurdyWBC,Western Bean Cutworm (WBC),Field Corn,NS,8/1/19,0,45.34,-63.388
Morpeth,Western Bean Cutworm (WBC),Field Corn,ON,8/1/19,247,42.383,-81.82
Popcorn  1,Western Bean Cutworm (WBC),Field Corn,ON,8/1/19,0,43.52,-81.138
R.G.Crete,Western Bean Cutworm (WBC),Field Corn,QC,8/1/19,1,45.11,-74.03
Ridgetown NE-J.D,Western Bean Cutworm (WBC),Field Corn,ON,8/1/19,89,42.494,-81.906
Ridgetown NW-Deprez,Western Bean Cutworm (WBC),Field Corn,ON,8/1/19,102,42.453,-81.935
Rutgers ,Western Bean Cutworm (WBC),Field Corn,ON,8/1/19,28,43.991,-77.193
Saucier,Western Bean Cutworm (WBC),Field Corn,QC,8/1/19,34,45.121,-74.341
Stewart,Western Bean Cutworm (WBC),Field Corn,ON,8/1/19,8,44.113,-77.74
Terpstra corn,Western Bean Cutworm (WBC),Field Corn,ON,8/1/19,55,43.927,-77.104
Terpstra white beans ,Western Bean Cutworm (WBC),Dry Beans,ON,8/1/19,120,43.919,-77.097
Williams ,Western Bean Cutworm (WBC),Field Corn,ON,8/1/19,160,43.972,-77.216
Carleton,Western Bean Cutworm (WBC),Field Corn,ON,8/1/19,3,45.174,-75.978
Verschurens,Western Bean Cutworm (WBC),Field Corn,NS,8/1/19,0,46.194,-60.274
burnside,Western Bean Cutworm (WBC),Field Corn,NS,8/1/19,0,45.651,-62.846
Sandstone - Dunbar,Western Bean Cutworm (WBC),Field Corn,ON,8/1/19,0,45.622,-76.763
Jim Big Field,Western Bean Cutworm (WBC),Field Corn,NS,8/1/19,1,45.388,-63.461
Eisses Home,Western Bean Cutworm (WBC),Field Corn,NS,8/1/19,0,45.43,-63.536
Charles Hill,Western Bean Cutworm (WBC),Field Corn,NS,8/1/19,0,45.383,-63.333
HayWay - Behind Barn,Western Bean Cutworm (WBC),Field Corn,ON,8/1/19,0,45.774,-77.007
Lindmilk - Home Right ,Western Bean Cutworm (WBC),Field Corn,ON,8/1/19,0,45.469,-76.801
Holmstein Farm,Western Bean Cutworm (WBC),Field Corn,NS,8/1/19,0,45.025,-63.166
B-29,Western Bean Cutworm (WBC),Field Corn,MI,8/2/19,329,43.421,-85.203
Beaton Farm ,Western Bean Cutworm (WBC),Field Corn,NS,8/2/19,0,46.059,-61.414
BokmaWBC,Western Bean Cutworm (WBC),Field Corn,NS,8/2/19,3,45.074,-63.431
Bow Park,Western Bean Cutworm (WBC),Field Corn,ON,8/2/19,23,43.128,-80.209
C.Maheu,Western Bean Cutworm (WBC),Field Corn,QC,8/2/19,0,45.18,-73.985
Chénier,Western Bean Cutworm (WBC),Field Corn,QC,8/2/19,2,45.331,-74.197
Chicoutimi,Western Bean Cutworm (WBC),Sweet Corn,QC,8/2/19,0,48.394,-71
Clarence Road,Western Bean Cutworm (WBC),Field Corn,NS,8/2/19,6,44.911,-65.198
Clark Farming,Western Bean Cutworm (WBC),Field Corn,ON,8/2/19,45,43.045,-79.852
Dave Lang,Western Bean Cutworm (WBC),Field Corn,ON,8/2/19,8,43.001,-79.928
ECS.Verner,Western Bean Cutworm (WBC),Field Corn,QC,8/2/19,0,45.201,-74.123
F-05B,Western Bean Cutworm (WBC),Field Corn,MI,8/2/19,272,43.163,-85.158
Gerald Schuller,Western Bean Cutworm (WBC),Field Corn,ON,8/2/19,17,43.119,-79.596
Guilds,Western Bean Cutworm (WBC),Field Corn,ON,8/2/19,61,42.351,-81.909
Hardy,Western Bean Cutworm (WBC),Field Corn,QC,8/2/19,0,45.749,-73.955
John Sheppard,Western Bean Cutworm (WBC),Field Corn,ON,8/2/19,37,42.863,-79.941
John Sonnoveld,Western Bean Cutworm (WBC),Field Corn,ON,8/2/19,11,42.952,-79.41
Jonquiere (Sag),Western Bean Cutworm (WBC),Sweet Corn,QC,8/2/19,11,48.429,-71.32
Kyle Sowden,Western Bean Cutworm (WBC),Field Corn,ON,8/2/19,90,42.811,-80.219
Laval-Ouest,Western Bean Cutworm (WBC),Sweet Corn,QC,8/2/19,6,45.532,-73.841
Mark Vaneerd,Western Bean Cutworm (WBC),Field Corn,ON,8/2/19,7,42.285,-82.142
Metab-Lac à la Croix (LSJ),Western Bean Cutworm (WBC),Sweet Corn,QC,8/2/19,6,48.43,-71.851
Mike Margetan,Western Bean Cutworm (WBC),Field Corn,ON,8/2/19,239,42.757,-80.294
MV-03,Western Bean Cutworm (WBC),Field Corn,MI,8/2/19,485,43.33,-85.329
MV-03,Western Bean Cutworm (WBC),Field Corn,MI,8/2/19,485,43.33,-85.329
Neuville-sud,Western Bean Cutworm (WBC),Sweet Corn,QC,8/2/19,0,46.715,-71.638
Nicolet,Western Bean Cutworm (WBC),Sweet Corn,QC,8/2/19,18,46.216,-72.577
Overmars,Western Bean Cutworm (WBC),Field Corn,NS,8/2/19,0,45.543,-61.91
R.Montpetit,Western Bean Cutworm (WBC),Field Corn,QC,8/2/19,0,45.233,-73.946
Rondeau ,Western Bean Cutworm (WBC),Field Corn,ON,8/2/19,27,42.349,-81.838
Saint-Anicet,Western Bean Cutworm (WBC),Field Corn,QC,8/2/19,45,45.002,-74.378
Scott Tollar,Western Bean Cutworm (WBC),Field Corn,ON,8/2/19,278,43.012,-80.371
St-Janvier (Mirabel),Western Bean Cutworm (WBC),Sweet Corn,QC,8/2/19,0,45.74,-73.954
Swinkles,Western Bean Cutworm (WBC),Field Corn,NS,8/2/19,0,45.598,-61.754
Trois-Rivières,Western Bean Cutworm (WBC),Sweet Corn,QC,8/2/19,11,46.384,-72.637
Valleyfield,Western Bean Cutworm (WBC),Sweet Corn,QC,8/2/19,2,45.254,-74.101
Warren Peacock,Western Bean Cutworm (WBC),Field Corn,ON,8/2/19,154,42.895,-80.322
WBC - RT - HCREEK,Western Bean Cutworm (WBC),Field Corn,ON,8/2/19,513,42.708,-81.892
WBC - RT - LIT,Western Bean Cutworm (WBC),Field Corn,ON,8/2/19,106,42.45,-81.89
WBC - RT - PHILN,Western Bean Cutworm (WBC),Field Corn,ON,8/2/19,74,42.599,-81.945
WBC - RT - RT,Western Bean Cutworm (WBC),Field Corn,ON,8/2/19,123,42.45,-81.89
WBC - RT - SLOANS,Western Bean Cutworm (WBC),Field Corn,ON,8/2/19,69,42.64,-81.87
WBC - RT - SLOANSLT,Western Bean Cutworm (WBC),Field Corn,ON,8/2/19,80,42.65,-81.88
WBC03,Western Bean Cutworm (WBC),Snap Beans,ON,8/2/19,92,42.595,-82.307
Bishops ,Western Bean Cutworm (WBC),Field Corn,NS,8/2/19,27,44.767,-65.435
TB 1,Western Bean Cutworm (WBC),Field Corn,ON,8/2/19,66,43.246,-80.509
MACM1,Western Bean Cutworm (WBC),Field Corn,ON,8/3/19,182,42.696,-81.258
MACM10,Western Bean Cutworm (WBC),Field Corn,ON,8/3/19,102,42.745,-81.229
MACM11,Western Bean Cutworm (WBC),Field Corn,ON,8/3/19,54,42.73,-80.896
MACM12,Western Bean Cutworm (WBC),Field Corn,ON,8/3/19,560,42.733,-81.484
MACM13,Western Bean Cutworm (WBC),Field Corn,ON,8/3/19,379,42.527,-81.798
MACM14,Western Bean Cutworm (WBC),Field Corn,ON,8/3/19,560,42.434,-81.757
MACM15,Western Bean Cutworm (WBC),Field Corn,ON,8/3/19,19,42.745,-81.229
MACM16,Western Bean Cutworm (WBC),Field Corn,ON,8/3/19,29,42.584,-81.539
MACM17,Western Bean Cutworm (WBC),Field Corn,ON,8/3/19,27,42.627,-81.388
MACM18,Western Bean Cutworm (WBC),Field Corn,ON,8/3/19,114,42.629,-81.473
MACM2,Western Bean Cutworm (WBC),Field Corn,ON,8/3/19,44,42.744,-81.248
MACM3,Western Bean Cutworm (WBC),Field Corn,ON,8/3/19,45,42.762,-81.252
MACM4,Western Bean Cutworm (WBC),Field Corn,ON,8/3/19,69,42.797,-81.05
MACM5,Western Bean Cutworm (WBC),Field Corn,ON,8/3/19,94,42.675,-81.161
MACM6,Western Bean Cutworm (WBC),Field Corn,ON,8/3/19,452,42.669,-80.925
MACM7,Western Bean Cutworm (WBC),Field Corn,ON,8/3/19,289,42.675,-80.939
MACM8,Western Bean Cutworm (WBC),Field Corn,ON,8/3/19,121,42.81,-81.113
MACM9,Western Bean Cutworm (WBC),Field Corn,ON,8/3/19,90,42.856,-81.301
Béarn,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,69,47.276,-79.323
Beauharnois,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,0,45.298,-73.847
Bécancour,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,4,46.23,-72.5
Bombay ,Western Bean Cutworm (WBC),Field Corn,ON,8/4/19,285,44.934,-76.477
Brownsburg-Chatham,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,339,45.654,-74.471
Châteauguay,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,61,45.322,-73.792
Château-Richer,Western Bean Cutworm (WBC),Sweet corn,QC,8/4/19,22,47.028,-71.037
Clarendon,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,189,45.611,-76.513
Cleveland,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,11,45.747,-72.255
Coaticook,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,9,45.118,-71.849
Compton,Western Bean Cutworm (WBC),Sweet corn,QC,8/4/19,3,45.193,-71.874
Gatineau,Western Bean Cutworm (WBC),Sweet corn,QC,8/4/19,38,45.564,-75.362
Grand-Saint-Esprit,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,22,46.147,-72.463
Henryville,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,5,45.177,-73.229
Howick,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,6,45.126,-73.905
Kamouraska,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,10,47.591,-69.772
La Conception,Western Bean Cutworm (WBC),Sweet corn,QC,8/4/19,0,46.17,-74.725
La Pocatière,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,35,47.391,-70.019
Lacolle_1,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,17,45.053,-73.356
Lacolle_2,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,24,45.102,-73.372
L'Assomption,Western Bean Cutworm (WBC),Sweet corn,QC,8/4/19,13,45.901,-73.458
Laval,Western Bean Cutworm (WBC),Sweet corn,QC,8/4/19,12,45.533,-73.837
Lochaber-Partie-Ouest,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,35,45.593,-75.3
Louiseville_1,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,45,46.245,-72.979
Louiseville_2,Western Bean Cutworm (WBC),Sweet corn,QC,8/4/19,43,46.253,-72.985
Métabetchouan - Lac-à-la-Croix,Western Bean Cutworm (WBC),Sweet corn,QC,8/4/19,8,48.431,-71.848
Mirabel_1,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,3,45.594,-74.035
Mirabel_3,Western Bean Cutworm (WBC),Sweet corn,QC,8/4/19,0,45.594,-74.035
Mont-Laurier,Western Bean Cutworm (WBC),Sweet corn,QC,8/4/19,0,46.45,-75.498
Mont-Saint-Grégoire,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,14,45.372,-73.118
Mont-Saint-Michel,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,0,46.773,-75.349
Neuville,Western Bean Cutworm (WBC),Sweet corn,QC,8/4/19,10,46.72,-71.641
Nicolet_1,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,23,46.204,-72.56
Nicolet_3,Western Bean Cutworm (WBC),Sweet corn,QC,8/4/19,46,46.216,-72.571
Notre-Dame-du-Sacré-Coeur-d'Issoudun,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,7,46.578,-71.625
Oka,Western Bean Cutworm (WBC),Sweet corn,QC,8/4/19,53,45.49,-74.068
Ormstown,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,8,45.128,-74.038
Pierreville,Western Bean Cutworm (WBC),Sweet corn,QC,8/4/19,76,46.072,-72.816
Pont-Rouge,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,7,46.757,-71.67
Popcorn  1,Western Bean Cutworm (WBC),Field Corn,ON,8/4/19,25,43.52,-81.138
Princeville,Western Bean Cutworm (WBC),Sweet corn,QC,8/4/19,37,46.18,-71.857
Saguenay (Chicoutimi),Western Bean Cutworm (WBC),Sweet corn,QC,8/4/19,2,48.395,-71.001
Saguenay (Jonquière),Western Bean Cutworm (WBC),Sweet corn,QC,8/4/19,15,48.372,-71.247
Saint-Alexis,Western Bean Cutworm (WBC),Snap Beans,QC,8/4/19,25,45.934,-73.548
Saint-Amable,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,0,45.671,-73.296
Saint-André-d'Argenteuil,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,33,45.606,-74.307
Saint-Anicet_1,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,49,45.144,-74.331
Saint-Anicet_2,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,204,45.076,-74.386
Saint-Anicet_3,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,298,45.04,-74.359
Saint-Anicet_4,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,1,45.101,-74.301
Saint-Antoine-de-Tilly,Western Bean Cutworm (WBC),Sweet corn,QC,8/4/19,4,46.647,-71.572
Saint-Antoine-sur-Richelieu,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,91,45.803,-73.155
Saint-Arsène,Western Bean Cutworm (WBC),Sweet corn,QC,8/4/19,1,47.888,-69.411
Saint-Barnabé-Sud,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,7,45.711,-72.945
Saint-Bernard-de-Michaudville,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,18,45.813,-73.079
Saint-Blaise-sur-Richelieu,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,31,45.2,-73.332
Saint-Bonaventure,Western Bean Cutworm (WBC),Dry Beans,QC,8/4/19,12,45.925,-72.702
Saint-Bruno-de-Guigues,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,10,47.426,-79.472
Saint-Césaire,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,8,45.37,-72.994
Saint-Chrysostome,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,20,45.066,-73.768
Saint-Cyrille-de-Wendover,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,14,45.955,-72.282
Saint-Damase,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,2,45.549,-73.02
Sainte-Angèle-de-Monnoir,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,58,45.402,-73.142
Sainte-Barbe,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,27,45.181,-74.197
Sainte-Brigitte-des-Saults,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,9,46.004,-72.431
Sainte-Christine,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,14,45.597,-72.426
Saint-Edmond-de-Grantham,Western Bean Cutworm (WBC),Dry Beans,QC,8/4/19,13,45.879,-72.655
Sainte-Geneviève-de-Berthier,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,117,46.09,-73.216
Sainte-Martine_1,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,0,45.297,-73.801
Sainte-Martine_2,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,5,45.266,-73.757
Sainte-Mélanie,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,39,46.15,-73.577
Sainte-Monique,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,25,46.151,-72.531
Sainte-Pétronille,Western Bean Cutworm (WBC),Sweet corn,QC,8/4/19,9,46.861,-71.117
Saint-Étienne-de-Beauharnois,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,6,45.241,-73.868
Saint-Georges,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,75,46.093,-70.662
Saint-Georges-de-Clarenceville,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,3,45.086,-73.261
Saint-Germain-de-Grantham_1,Western Bean Cutworm (WBC),Dry Beans,QC,8/4/19,16,45.83,-72.647
Saint-Germain-de-Grantham_2,Western Bean Cutworm (WBC),Dry Beans,QC,8/4/19,3,45.822,-72.634
Saint-Germain-de-Grantham_3,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,16,45.861,-72.632
Saint-Gervais,Western Bean Cutworm (WBC),Sweet corn,QC,8/4/19,1,46.716,-70.849
Saint-Henri_1,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,0,46.608,-71.11
Saint-Henri_2,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,0,46.6,-71.118
Saint-Henri_3,Western Bean Cutworm (WBC),Sweet corn,QC,8/4/19,15,46.705,-71.028
Saint-Hyacinthe_1,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,27,45.653,-72.877
Saint-Hyacinthe_2,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,9,45.615,-72.881
Saint-Isidore,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,1,45.332,-73.637
Saint-Jacques_1,Western Bean Cutworm (WBC),Snap Beans,QC,8/4/19,31,45.991,-73.6
Saint-Jacques_2,Western Bean Cutworm (WBC),Sweet corn,QC,8/4/19,17,45.963,-73.571
Saint-Jean-sur-Richelieu,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,4,45.272,-73.309
Saint-Lambert-de-Lauzon,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,104,46.554,-71.179
Saint-Liboire,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,72,45.68,-72.771
Saint-Luc-de-Vincennes,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,5,46.49,-72.4
Saint-Ludger,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,120,45.751,-70.736
Saint-Malo,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,36,45.199,-71.541
Saint-Mathieu-de-Beloeil_1,Western Bean Cutworm (WBC),Snap Beans,QC,8/4/19,38,45.579,-73.246
Saint-Mathieu-de-Beloeil_2,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,11,45.629,-73.209
Saint-Mathieu-de-Beloeil_3,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,12,45.645,-73.212
Saint-Michel,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,64,45.257,-73.577
Saint-Nazaire-d'Acton,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,44,45.738,-72.593
Saint-Odilon-de-Cranbourne,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,13,46.342,-70.709
Saint-Patrice-de-Sherrington,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,1,45.145,-73.544
Saint-Paul-d'Abbotsford_1,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,91,45.432,-72.901
Saint-Paul-d'Abbotsford_2,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,62,45.443,-72.946
Saint-Paul-d'Abbotsford_3,Western Bean Cutworm (WBC),Sweet corn,QC,8/4/19,26,45.43,-72.87
Saint-Pie,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,21,45.495,-72.907
Saint-Pierre-de-Véronne-à-Pike-River,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,3,45.103,-73.065
Saint-Placide,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,24,45.548,-74.153
Saint-Polycarpe_1,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,10,45.258,-74.322
Saint-Polycarpe_2,Western Bean Cutworm (WBC),Sweet corn,QC,8/4/19,29,45.317,-74.281
Saint-Prosper,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,3,46.597,-72.32
Saint-Rémi_1,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,39,45.221,-73.67
Saint-Rémi_2,Western Bean Cutworm (WBC),Sweet corn,QC,8/4/19,41,45.244,-73.635
Saint-Siméon,Western Bean Cutworm (WBC),Sweet corn,QC,8/4/19,0,48.114,-65.547
Saint-Simon,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,114,45.681,-72.859
Saint-Télesphore,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,17,45.301,-74.365
Saint-Thomas,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,143,46.02,-73.384
Saint-Timothée,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,17,45.25,-74.015
Saint-Urbain-Premier,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,117,45.194,-73.749
Saint-Valentin,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,37,45.145,-73.356
Saint-Valérien-de-Milton,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,19,45.538,-72.747
Salaberry-de-Valleyfield,Western Bean Cutworm (WBC),Sweet corn,QC,8/4/19,16,45.256,-74.102
Shawville,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,384,45.611,-76.513
Sherbrooke,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,0,45.368,-71.856
South Glengarry,Western Bean Cutworm (WBC),Field Corn,ON,8/4/19,9,45.211,-74.482
Stanbridge Station,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,19,45.112,-73.037
Stanstead-Est,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,35,45.049,-72.073
Tingwick,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,43,45.868,-71.965
Très-Saint-Sacrement_1,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,6,45.194,-73.871
Très-Saint-Sacrement_2,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,24,45.171,-73.877
Trois-Rivières,Western Bean Cutworm (WBC),Sweet corn,QC,8/4/19,36,46.343,-72.542
Valcourt,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,8,45.486,-72.346
Varennes,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,24,45.734,-73.398
Verchères,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,27,45.741,-73.36
Waterville,Western Bean Cutworm (WBC),Field Corn,QC,8/4/19,32,45.348,-71.86
Noel trap ,Western Bean Cutworm (WBC),Field Corn,NS,8/4/19,0,45.312,-63.643
BGrow Goodhill,Western Bean Cutworm (WBC),Field Corn,ON,8/5/19,72,42.983,-81.971
Chicoutimi,Western Bean Cutworm (WBC),Sweet Corn,QC,8/5/19,2,48.394,-71
Ferkett,Western Bean Cutworm (WBC),Field Corn,ON,8/5/19,137,42.864,-81.453
Hardy,Western Bean Cutworm (WBC),Field Corn,QC,8/5/19,1,45.749,-73.955
Hawks,Western Bean Cutworm (WBC),Dry Beans,MI,8/5/19,50,45.342,-83.867
Herron,Western Bean Cutworm (WBC),Dry Beans,MI,8/5/19,103,44.989,-83.587
Hill Ridge 1,Western Bean Cutworm (WBC),Field Corn,ON,8/5/19,15,42.406,-81.825
Hill Ridge 2,Western Bean Cutworm (WBC),Field Corn,ON,8/5/19,15,42.453,-81.817
Hillman,Western Bean Cutworm (WBC),Dry Beans,MI,8/5/19,45,45.027,-83.901
Jonquiere (Sag),Western Bean Cutworm (WBC),Sweet Corn,QC,8/5/19,4,48.429,-71.32
Kouwenburg,Western Bean Cutworm (WBC),Field Corn,ON,8/5/19,158,42.784,-81.597
